P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,Clase
0.6277834525025536,0.6179775280898876,0.0028600612870275793,0.005107252298263534,0.004902962206332993,0.0036772216547497445,0.0036772216547497445,0.0036772216547497445,0.0028600612870275793,0.005107252298263534,0.004902962206332993,0.0036772216547497445,0.0036772216547497445,0.0036772216547497445,0
0.6401888341543513,0.6436781609195402,0.0026683087027914616,0.0049261083743842365,0.0051313628899835794,0.003694581280788177,0.003694581280788177,0.003694581280788177,0.0026683087027914616,0.0049261083743842365,0.0051313628899835794,0.003694581280788177,0.003694581280788177,0.003694581280788177,0
0.6386108273748723,0.6179775280898876,0.0030643513789581204,0.005107252298263534,0.004698672114402451,0.0036772216547497445,0.0036772216547497445,0.0034729315628192034,0.0030643513789581204,0.005107252298263534,0.004698672114402451,0.0036772216547497445,0.0036772216547497445,0.0034729315628192034,0
0.6469155844155844,0.6363636363636364,0.002840909090909091,0.00487012987012987,0.005478896103896104,0.0034496753246753245,0.0036525974025974025,0.0036525974025974025,0.002840909090909091,0.00487012987012987,0.005478896103896104,0.0034496753246753245,0.0036525974025974025,0.0036525974025974025,0
0.6434729064039408,0.6436781609195402,0.0026683087027914616,0.0049261083743842365,0.0051313628899835794,0.003694581280788177,0.003284072249589491,0.003694581280788177,0.0026683087027914616,0.0049261083743842365,0.0051313628899835794,0.003694581280788177,0.003284072249589491,0.003694581280788177,0
0.6327996715927751,0.6436781609195402,0.0028735632183908046,0.0051313628899835794,0.0051313628899835794,0.003694581280788177,0.003694581280788177,0.003694581280788177,0.0028735632183908046,0.0051313628899835794,0.0051313628899835794,0.003694581280788177,0.003694581280788177,0.003694581280788177,0
0.638662486938349,0.632183908045977,0.0029258098223615466,0.00522466039707419,0.00438871473354232,0.003552769070010449,0.003552769070010449,0.003552769070010449,0.0029258098223615466,0.00522466039707419,0.00438871473354232,0.003552769070010449,0.003552769070010449,0.003552769070010449,0
0.6343344155844156,0.6363636363636364,0.002840909090909091,0.005073051948051948,0.005275974025974026,0.0038555194805194805,0.0034496753246753245,0.0036525974025974025,0.002840909090909091,0.005073051948051948,0.005275974025974026,0.0038555194805194805,0.0034496753246753245,0.0036525974025974025,0
0.6386436597110754,0.6292134831460674,0.002608346709470305,0.005016051364365971,0.00521669341894061,0.0036115569823434992,0.0036115569823434992,0.0034109149277688606,0.002608346709470305,0.005016051364365971,0.00521669341894061,0.0036115569823434992,0.0036115569823434992,0.0034109149277688606,0
0.6365665584415584,0.6363636363636364,0.002840909090909091,0.004464285714285714,0.005478896103896104,0.0036525974025974025,0.0036525974025974025,0.0036525974025974025,0.002840909090909091,0.004464285714285714,0.005478896103896104,0.0036525974025974025,0.0036525974025974025,0.0036525974025974025,0
0.6351461038961039,0.6363636363636364,0.002840909090909091,0.00487012987012987,0.005073051948051948,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0.002840909090909091,0.00487012987012987,0.005073051948051948,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0
0.6329365079365079,0.6222222222222222,0.002777777777777778,0.004563492063492064,0.005357142857142857,0.0035714285714285713,0.0035714285714285713,0.0035714285714285713,0.002777777777777778,0.004563492063492064,0.005357142857142857,0.0035714285714285713,0.0035714285714285713,0.0035714285714285713,0
0.6331738437001595,0.6477272727272727,0.0027910685805422647,0.00518341307814992,0.004784688995215311,0.003787878787878788,0.0035885167464114833,0.0035885167464114833,0.0027910685805422647,0.00518341307814992,0.004784688995215311,0.003787878787878788,0.0035885167464114833,0.0035885167464114833,0
0.635551948051948,0.6363636363636364,0.002840909090909091,0.005073051948051948,0.005073051948051948,0.0036525974025974025,0.0036525974025974025,0.0036525974025974025,0.002840909090909091,0.005073051948051948,0.005073051948051948,0.0036525974025974025,0.0036525974025974025,0.0036525974025974025,0
0.6354333868378812,0.6292134831460674,0.002608346709470305,0.004815409309791332,0.005016051364365971,0.0036115569823434992,0.0036115569823434992,0.0036115569823434992,0.002608346709470305,0.004815409309791332,0.005016051364365971,0.0036115569823434992,0.0036115569823434992,0.0036115569823434992,0
0.64792663476874,0.6477272727272727,0.0027910685805422647,0.004984051036682616,0.004784688995215311,0.0033891547049441787,0.0033891547049441787,0.0035885167464114833,0.0027910685805422647,0.004984051036682616,0.004784688995215311,0.0033891547049441787,0.0033891547049441787,0.0035885167464114833,0
0.6428571428571429,0.6292134831460674,0.003009630818619583,0.005016051364365971,0.005016051364365971,0.0034109149277688606,0.0034109149277688606,0.0034109149277688606,0.003009630818619583,0.005016051364365971,0.005016051364365971,0.0034109149277688606,0.0034109149277688606,0.0034109149277688606,0
0.6440886699507389,0.6436781609195402,0.0024630541871921183,0.004720853858784894,0.0049261083743842365,0.003284072249589491,0.003694581280788177,0.003284072249589491,0.0024630541871921183,0.004720853858784894,0.0049261083743842365,0.003284072249589491,0.003694581280788177,0.003284072249589491,0
0.6394434361766486,0.6551724137931034,0.0028231498285944748,0.004839685420447671,0.004839685420447671,0.003629764065335753,0.0034281105061504335,0.003629764065335753,0.0028231498285944748,0.004839685420447671,0.004839685420447671,0.003629764065335753,0.0034281105061504335,0.003629764065335753,0
0.6402500504133898,0.6551724137931034,0.0028231498285944748,0.004839685420447671,0.004839685420447671,0.003629764065335753,0.003629764065335753,0.003629764065335753,0.0028231498285944748,0.004839685420447671,0.004839685420447671,0.003629764065335753,0.003629764065335753,0.003629764065335753,0
0.6364942528735632,0.6436781609195402,0.0028735632183908046,0.004720853858784894,0.0049261083743842365,0.0034893267651888342,0.003694581280788177,0.003284072249589491,0.0028735632183908046,0.004720853858784894,0.0049261083743842365,0.0034893267651888342,0.003694581280788177,0.003284072249589491,0
0.6389553429027113,0.6477272727272727,0.0027910685805422647,0.004984051036682616,0.004784688995215311,0.0035885167464114833,0.0033891547049441787,0.0035885167464114833,0.0027910685805422647,0.004984051036682616,0.004784688995215311,0.0035885167464114833,0.0033891547049441787,0.0035885167464114833,0
0.6397527910685805,0.6477272727272727,0.0027910685805422647,0.004784688995215311,0.004984051036682616,0.0033891547049441787,0.0035885167464114833,0.0035885167464114833,0.0027910685805422647,0.004784688995215311,0.004984051036682616,0.0033891547049441787,0.0035885167464114833,0.0035885167464114833,0
0.6364365971107544,0.6292134831460674,0.0028089887640449437,0.005016051364365971,0.00521669341894061,0.0034109149277688606,0.0036115569823434992,0.0036115569823434992,0.0028089887640449437,0.005016051364365971,0.00521669341894061,0.0034109149277688606,0.0036115569823434992,0.0036115569823434992,0
0.6424782114437286,0.6373626373626373,0.0028419856006062904,0.0049261083743842365,0.004736642667677151,0.0034103827207275484,0.0034103827207275484,0.0034103827207275484,0.0028419856006062904,0.0049261083743842365,0.004736642667677151,0.0034103827207275484,0.0034103827207275484,0.0034103827207275484,0
0.6373782467532467,0.6363636363636364,0.002840909090909091,0.00487012987012987,0.00487012987012987,0.0034496753246753245,0.0036525974025974025,0.0036525974025974025,0.002840909090909091,0.00487012987012987,0.00487012987012987,0.0034496753246753245,0.0036525974025974025,0.0036525974025974025,0
0.6418650793650794,0.6222222222222222,0.002777777777777778,0.004563492063492064,0.005158730158730159,0.003373015873015873,0.0035714285714285713,0.0031746031746031746,0.002777777777777778,0.004563492063492064,0.005158730158730159,0.003373015873015873,0.0035714285714285713,0.0031746031746031746,0
0.6340647857889237,0.632183908045977,0.0029258098223615466,0.004806687565308255,0.004806687565308255,0.003343782654127482,0.003761755485893417,0.003343782654127482,0.0029258098223615466,0.004806687565308255,0.004806687565308255,0.003343782654127482,0.003761755485893417,0.003343782654127482,0
0.6369949494949495,0.6136363636363636,0.002735690235690236,0.004629629629629629,0.005260942760942761,0.0031565656565656565,0.0035774410774410776,0.0035774410774410776,0.002735690235690236,0.004629629629629629,0.005260942760942761,0.0031565656565656565,0.0035774410774410776,0.0035774410774410776,0
0.6344417077175698,0.6436781609195402,0.0026683087027914616,0.0049261083743842365,0.0051313628899835794,0.003694581280788177,0.003694581280788177,0.0034893267651888342,0.0026683087027914616,0.0049261083743842365,0.0051313628899835794,0.003694581280788177,0.003694581280788177,0.0034893267651888342,0
0.6373782467532467,0.6363636363636364,0.002840909090909091,0.005073051948051948,0.005275974025974026,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0.002840909090909091,0.005073051948051948,0.005275974025974026,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0
0.6444805194805194,0.6363636363636364,0.002637987012987013,0.00487012987012987,0.005275974025974026,0.0034496753246753245,0.0034496753246753245,0.0036525974025974025,0.002637987012987013,0.00487012987012987,0.005275974025974026,0.0034496753246753245,0.0034496753246753245,0.0036525974025974025,0
0.6350574712643678,0.6436781609195402,0.0026683087027914616,0.004720853858784894,0.005336617405582923,0.003694581280788177,0.0034893267651888342,0.003694581280788177,0.0026683087027914616,0.004720853858784894,0.005336617405582923,0.003694581280788177,0.0034893267651888342,0.003694581280788177,0
0.6434765073603549,0.6551724137931034,0.002621496269409155,0.004839685420447671,0.004839685420447671,0.0034281105061504335,0.003629764065335753,0.003629764065335753,0.002621496269409155,0.004839685420447671,0.004839685420447671,0.0034281105061504335,0.003629764065335753,0.003629764065335753,0
0.6347402597402597,0.6363636363636364,0.003043831168831169,0.005275974025974026,0.005073051948051948,0.0036525974025974025,0.0036525974025974025,0.0036525974025974025,0.003043831168831169,0.005275974025974026,0.005073051948051948,0.0036525974025974025,0.0036525974025974025,0.0036525974025974025,0
0.6282467532467533,0.6363636363636364,0.002840909090909091,0.00487012987012987,0.005073051948051948,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0.002840909090909091,0.00487012987012987,0.005073051948051948,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0
0.6314935064935064,0.6363636363636364,0.002637987012987013,0.00487012987012987,0.005275974025974026,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0.002637987012987013,0.00487012987012987,0.005275974025974026,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0
0.6381578947368421,0.6477272727272727,0.0027910685805422647,0.00518341307814992,0.004784688995215311,0.0035885167464114833,0.0035885167464114833,0.0033891547049441787,0.0027910685805422647,0.00518341307814992,0.004784688995215311,0.0035885167464114833,0.0035885167464114833,0.0033891547049441787,0
0.6310192616372392,0.6292134831460674,0.0028089887640449437,0.005016051364365971,0.005417335473515248,0.0036115569823434992,0.0036115569823434992,0.0034109149277688606,0.0028089887640449437,0.005016051364365971,0.005417335473515248,0.0036115569823434992,0.0036115569823434992,0.0034109149277688606,0
0.6369770580296896,0.6263736263736264,0.002891844997108155,0.005012531328320802,0.005012531328320802,0.003663003663003663,0.003470213996529786,0.003470213996529786,0.002891844997108155,0.005012531328320802,0.005012531328320802,0.003663003663003663,0.003470213996529786,0.003470213996529786,0
0.6379585326953748,0.6477272727272727,0.0027910685805422647,0.004984051036682616,0.004984051036682616,0.0035885167464114833,0.0035885167464114833,0.0035885167464114833,0.0027910685805422647,0.004984051036682616,0.004984051036682616,0.0035885167464114833,0.0035885167464114833,0.0035885167464114833,0
0.6323891625615764,0.6436781609195402,0.0026683087027914616,0.0049261083743842365,0.005336617405582923,0.003694581280788177,0.003694581280788177,0.0034893267651888342,0.0026683087027914616,0.0049261083743842365,0.005336617405582923,0.003694581280788177,0.003694581280788177,0.0034893267651888342,0
0.6352327447833066,0.6292134831460674,0.0028089887640449437,0.004815409309791332,0.005016051364365971,0.0036115569823434992,0.0036115569823434992,0.0034109149277688606,0.0028089887640449437,0.004815409309791332,0.005016051364365971,0.0036115569823434992,0.0036115569823434992,0.0034109149277688606,0
0.6371100164203612,0.6436781609195402,0.0026683087027914616,0.0051313628899835794,0.0051313628899835794,0.003694581280788177,0.0034893267651888342,0.0034893267651888342,0.0026683087027914616,0.0051313628899835794,0.0051313628899835794,0.003694581280788177,0.0034893267651888342,0.0034893267651888342,0
0.6390016233766234,0.6363636363636364,0.002840909090909091,0.00487012987012987,0.005478896103896104,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0.002840909090909091,0.00487012987012987,0.005478896103896104,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0
0.6412337662337663,0.6363636363636364,0.002840909090909091,0.00487012987012987,0.00487012987012987,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0.002840909090909091,0.00487012987012987,0.00487012987012987,0.0036525974025974025,0.0036525974025974025,0.0034496753246753245,0
0.6436781609195402,0.6551724137931034,0.002621496269409155,0.004839685420447671,0.004839685420447671,0.003629764065335753,0.0034281105061504335,0.003629764065335753,0.002621496269409155,0.004839685420447671,0.004839685420447671,0.003629764065335753,0.0034281105061504335,0.003629764065335753,0
0.6395348837209303,0.6511627906976745,0.0024916943521594683,0.004568106312292359,0.0049833887043189366,0.003737541528239203,0.003737541528239203,0.003737541528239203,0.0024916943521594683,0.004568106312292359,0.0049833887043189366,0.003737541528239203,0.003737541528239203,0.003737541528239203,0
0.6356732348111659,0.6436781609195402,0.0028735632183908046,0.0049261083743842365,0.005336617405582923,0.003694581280788177,0.003694581280788177,0.003694581280788177,0.0028735632183908046,0.0049261083743842365,0.005336617405582923,0.003694581280788177,0.003694581280788177,0.003694581280788177,0
0.6431419457735247,0.6477272727272727,0.00259170653907496,0.004984051036682616,0.004784688995215311,0.0033891547049441787,0.0035885167464114833,0.0033891547049441787,0.00259170653907496,0.004984051036682616,0.004784688995215311,0.0033891547049441787,0.0035885167464114833,0.0033891547049441787,0
0.6339285714285714,0.6363636363636364,0.002637987012987013,0.004667207792207792,0.005073051948051948,0.0036525974025974025,0.0034496753246753245,0.0036525974025974025,0.002637987012987013,0.004667207792207792,0.005073051948051948,0.0036525974025974025,0.0034496753246753245,0.0036525974025974025,0
0.6422235363690124,0.6404494382022472,0.0027597082594125765,0.004928050463236744,0.004730928444707274,0.0035481963335304554,0.003745318352059925,0.0033510743150009857,0.0027597082594125765,0.004928050463236744,0.004730928444707274,0.0035481963335304554,0.003745318352059925,0.0033510743150009857,0
0.6419457735247209,0.6477272727272727,0.00259170653907496,0.004984051036682616,0.00518341307814992,0.003787878787878788,0.0035885167464114833,0.0035885167464114833,0.00259170653907496,0.004984051036682616,0.00518341307814992,0.003787878787878788,0.0035885167464114833,0.0035885167464114833,0
0.6425679583574321,0.6263736263736264,0.002891844997108155,0.005012531328320802,0.004819741661846925,0.003277424330055909,0.003470213996529786,0.003470213996529786,0.002891844997108155,0.005012531328320802,0.004819741661846925,0.003277424330055909,0.003470213996529786,0.003470213996529786,0
0.6264462809917355,0.625,0.002892561983471074,0.005165289256198347,0.004545454545454545,0.00371900826446281,0.0035123966942148762,0.00371900826446281,0.002892561983471074,0.005165289256198347,0.004545454545454545,0.00371900826446281,0.0035123966942148762,0.00371900826446281,0
0.6354679802955665,0.6436781609195402,0.0026683087027914616,0.0051313628899835794,0.005336617405582923,0.0034893267651888342,0.0038998357963875205,0.0034893267651888342,0.0026683087027914616,0.0051313628899835794,0.005336617405582923,0.0034893267651888342,0.0038998357963875205,0.0034893267651888342,0
0.6436507936507937,0.6222222222222222,0.002777777777777778,0.00496031746031746,0.005158730158730159,0.00376984126984127,0.0031746031746031746,0.0031746031746031746,0.002777777777777778,0.00496031746031746,0.005158730158730159,0.00376984126984127,0.0031746031746031746,0.0031746031746031746,0
0.637396694214876,0.625,0.002892561983471074,0.005165289256198347,0.004545454545454545,0.0035123966942148762,0.00371900826446281,0.00371900826446281,0.002892561983471074,0.005165289256198347,0.004545454545454545,0.0035123966942148762,0.00371900826446281,0.00371900826446281,0
0.6436688311688312,0.6363636363636364,0.002840909090909091,0.00487012987012987,0.005478896103896104,0.0036525974025974025,0.0034496753246753245,0.0034496753246753245,0.002840909090909091,0.00487012987012987,0.005478896103896104,0.0036525974025974025,0.0034496753246753245,0.0034496753246753245,0
0.6454951298701299,0.6363636363636364,0.002840909090909091,0.005073051948051948,0.005073051948051948,0.0036525974025974025,0.0034496753246753245,0.003246753246753247,0.002840909090909091,0.005073051948051948,0.005073051948051948,0.0036525974025974025,0.0034496753246753245,0.003246753246753247,0
0.6366995073891626,0.6436781609195402,0.0026683087027914616,0.0049261083743842365,0.005336617405582923,0.0034893267651888342,0.0034893267651888342,0.0034893267651888342,0.0026683087027914616,0.0049261083743842365,0.005336617405582923,0.0034893267651888342,0.0034893267651888342,0.0034893267651888342,0
0.6430623973727422,0.6436781609195402,0.0026683087027914616,0.0051313628899835794,0.005336617405582923,0.0034893267651888342,0.003694581280788177,0.0034893267651888342,0.0026683087027914616,0.0051313628899835794,0.005336617405582923,0.0034893267651888342,0.003694581280788177,0.0034893267651888342,0
0.6383415435139573,0.6436781609195402,0.0028735632183908046,0.005336617405582923,0.005336617405582923,0.003694581280788177,0.003694581280788177,0.0034893267651888342,0.0028735632183908046,0.005336617405582923,0.005336617405582923,0.003694581280788177,0.003694581280788177,0.0034893267651888342,0
0.6392045454545454,0.6363636363636364,0.002637987012987013,0.00487012987012987,0.005073051948051948,0.0038555194805194805,0.0036525974025974025,0.0034496753246753245,0.002637987012987013,0.00487012987012987,0.005073051948051948,0.0038555194805194805,0.0036525974025974025,0.0034496753246753245,0
0.637987012987013,0.6363636363636364,0.002637987012987013,0.004464285714285714,0.005073051948051948,0.0036525974025974025,0.0036525974025974025,0.0036525974025974025,0.002637987012987013,0.004464285714285714,0.005073051948051948,0.0036525974025974025,0.0036525974025974025,0.0036525974025974025,0
0.6305785123966943,0.625,0.0026859504132231405,0.005165289256198347,0.004545454545454545,0.0035123966942148762,0.0035123966942148762,0.0035123966942148762,0.0026859504132231405,0.005165289256198347,0.004545454545454545,0.0035123966942148762,0.0035123966942148762,0.0035123966942148762,0
0.6440746753246753,0.6363636363636364,0.002637987012987013,0.004667207792207792,0.005275974025974026,0.0036525974025974025,0.0034496753246753245,0.0036525974025974025,0.002637987012987013,0.004667207792207792,0.005275974025974026,0.0036525974025974025,0.0034496753246753245,0.0036525974025974025,0
0.6365079365079365,0.6222222222222222,0.002777777777777778,0.00496031746031746,0.005357142857142857,0.0035714285714285713,0.0035714285714285713,0.0035714285714285713,0.002777777777777778,0.00496031746031746,0.005357142857142857,0.0035714285714285713,0.0035714285714285713,0.0035714285714285713,0
0.6278925619834711,0.625,0.002892561983471074,0.005371900826446281,0.0049586776859504135,0.00371900826446281,0.00371900826446281,0.00371900826446281,0.002892561983471074,0.005371900826446281,0.0049586776859504135,0.00371900826446281,0.00371900826446281,0.00371900826446281,0
0.6265412748171368,0.632183908045977,0.0029258098223615466,0.005433646812957158,0.004597701149425287,0.003761755485893417,0.003761755485893417,0.003761755485893417,0.0029258098223615466,0.005433646812957158,0.004597701149425287,0.003761755485893417,0.003761755485893417,0.003761755485893417,0
0.6375893769152197,0.6179775280898876,0.0028600612870275793,0.005515832482124617,0.0044943820224719105,0.0034729315628192034,0.003268641470888662,0.003268641470888662,0.0028600612870275793,0.005515832482124617,0.0044943820224719105,0.0034729315628192034,0.003268641470888662,0.003268641470888662,0
0.6426518883415435,0.6436781609195402,0.0026683087027914616,0.0049261083743842365,0.005336617405582923,0.0034893267651888342,0.003694581280788177,0.0034893267651888342,0.0026683087027914616,0.0049261083743842365,0.005336617405582923,0.0034893267651888342,0.003694581280788177,0.0034893267651888342,0
0.6413223140495867,0.625,0.002892561983471074,0.005578512396694215,0.004752066115702479,0.0035123966942148762,0.003305785123966942,0.00371900826446281,0.002892561983471074,0.005578512396694215,0.004752066115702479,0.0035123966942148762,0.003305785123966942,0.00371900826446281,0
0.6473140495867769,0.625,0.0026859504132231405,0.0049586776859504135,0.004752066115702479,0.0035123966942148762,0.003305785123966942,0.00371900826446281,0.0026859504132231405,0.0049586776859504135,0.004752066115702479,0.0035123966942148762,0.003305785123966942,0.00371900826446281,0
0.6300940438871473,0.632183908045977,0.002716823406478579,0.00522466039707419,0.004597701149425287,0.003761755485893417,0.003761755485893417,0.003552769070010449,0.002716823406478579,0.00522466039707419,0.004597701149425287,0.003761755485893417,0.003761755485893417,0.003552769070010449,0
0.6317733990147784,0.6436781609195402,0.003078817733990148,0.0051313628899835794,0.005336617405582923,0.003694581280788177,0.0038998357963875205,0.0034893267651888342,0.003078817733990148,0.0051313628899835794,0.005336617405582923,0.003694581280788177,0.0038998357963875205,0.0034893267651888342,0
0.6294670846394984,0.632183908045977,0.0029258098223615466,0.00522466039707419,0.004597701149425287,0.003552769070010449,0.003761755485893417,0.003552769070010449,0.0029258098223615466,0.00522466039707419,0.004597701149425287,0.003552769070010449,0.003761755485893417,0.003552769070010449,0
0.639446227929374,0.6292134831460674,0.0028089887640449437,0.004815409309791332,0.00521669341894061,0.0036115569823434992,0.003812199036918138,0.0034109149277688606,0.0028089887640449437,0.004815409309791332,0.00521669341894061,0.0036115569823434992,0.003812199036918138,0.0034109149277688606,0
0.6323051948051948,0.6363636363636364,0.002637987012987013,0.005073051948051948,0.005275974025974026,0.0036525974025974025,0.0038555194805194805,0.0034496753246753245,0.002637987012987013,0.005073051948051948,0.005275974025974026,0.0036525974025974025,0.0038555194805194805,0.0034496753246753245,0
0.6326243980738363,0.6292134831460674,0.0028089887640449437,0.005016051364365971,0.0056179775280898875,0.0036115569823434992,0.0034109149277688606,0.0036115569823434992,0.0028089887640449437,0.005016051364365971,0.0056179775280898875,0.0036115569823434992,0.0034109149277688606,0.0036115569823434992,0
0.6394074675324676,0.6363636363636364,0.002840909090909091,0.00487012987012987,0.005275974025974026,0.0034496753246753245,0.0036525974025974025,0.0036525974025974025,0.002840909090909091,0.00487012987012987,0.005275974025974026,0.0034496753246753245,0.0036525974025974025,0.0036525974025974025,0
0.6319444444444444,0.6222222222222222,0.002777777777777778,0.00496031746031746,0.005555555555555556,0.0035714285714285713,0.0035714285714285713,0.0035714285714285713,0.002777777777777778,0.00496031746031746,0.005555555555555556,0.0035714285714285713,0.0035714285714285713,0.0035714285714285713,0
0.6285123966942149,0.625,0.0026859504132231405,0.005371900826446281,0.004752066115702479,0.0035123966942148762,0.00371900826446281,0.00371900826446281,0.0026859504132231405,0.005371900826446281,0.004752066115702479,0.0035123966942148762,0.00371900826446281,0.00371900826446281,0
0.6377257799671593,0.6436781609195402,0.0026683087027914616,0.0051313628899835794,0.0051313628899835794,0.0034893267651888342,0.003694581280788177,0.003694581280788177,0.0026683087027914616,0.0051313628899835794,0.0051313628899835794,0.0034893267651888342,0.003694581280788177,0.003694581280788177,0
0.6393939393939394,0.6111111111111112,0.0028282828282828283,0.005050505050505051,0.0044444444444444444,0.0036363636363636364,0.0036363636363636364,0.0036363636363636364,0.0028282828282828283,0.005050505050505051,0.0044444444444444444,0.0036363636363636364,0.0036363636363636364,0.0036363636363636364,0
0.640495867768595,0.625,0.002892561983471074,0.005165289256198347,0.004545454545454545,0.0035123966942148762,0.0035123966942148762,0.0035123966942148762,0.002892561983471074,0.005165289256198347,0.004545454545454545,0.0035123966942148762,0.0035123966942148762,0.0035123966942148762,0
0.6422880490296221,0.6179775280898876,0.0030643513789581204,0.005107252298263534,0.0044943820224719105,0.0034729315628192034,0.0034729315628192034,0.0034729315628192034,0.0030643513789581204,0.005107252298263534,0.0044943820224719105,0.0034729315628192034,0.0034729315628192034,0.0034729315628192034,0
0.646900826446281,0.625,0.002892561983471074,0.0049586776859504135,0.004545454545454545,0.0035123966942148762,0.0035123966942148762,0.003305785123966942,0.002892561983471074,0.0049586776859504135,0.004545454545454545,0.0035123966942148762,0.0035123966942148762,0.003305785123966942,0
0.6369905956112852,0.632183908045977,0.002716823406478579,0.005015673981191223,0.004597701149425287,0.003552769070010449,0.003761755485893417,0.003552769070010449,0.002716823406478579,0.005015673981191223,0.004597701149425287,0.003552769070010449,0.003761755485893417,0.003552769070010449,0
0.6408033826638477,0.6395348837209303,0.002536997885835095,0.005285412262156448,0.004228329809725159,0.003594080338266385,0.003594080338266385,0.003594080338266385,0.002536997885835095,0.005285412262156448,0.004228329809725159,0.003594080338266385,0.003594080338266385,0.003594080338266385,0
